IncidentId,UnitNumber,Factor_Type,Factor
30580871,2,HUMAN FACTOR,99
30582909,1,HUMAN FACTOR,18
30582909,2,HUMAN FACTOR,18
30582917,1,HUMAN FACTOR,99
30582917,2,HUMAN FACTOR,14
30582917,3,HUMAN FACTOR,99
30582917,4,HUMAN FACTOR,11
30582917,5,HUMAN FACTOR,11
30582917,6,HUMAN FACTOR,11
30582919,1,HUMAN FACTOR,4
30582919,1,HUMAN FACTOR,14
30582919,2,HUMAN FACTOR,99
30586013,1,HUMAN FACTOR,14
30586013,2,HUMAN FACTOR,99
30586292,1,HUMAN FACTOR,14
30586292,1,HUMAN FACTOR,18
30586292,2,HUMAN FACTOR,14
30587312,1,HUMAN FACTOR,14
30587312,2,HUMAN FACTOR,99
30589672,1,HUMAN FACTOR,14
30589672,2,HUMAN FACTOR,99
30591119,1,HUMAN FACTOR,99
30591119,2,HUMAN FACTOR,99
30601011,1,HUMAN FACTOR,5
30601011,1,HUMAN FACTOR,18
30602508,1,HUMAN FACTOR,17
30602508,2,HUMAN FACTOR,17
30612771,1,HUMAN FACTOR,14
30612771,2,HUMAN FACTOR,99
30612810,1,HUMAN FACTOR,1
30612810,1,HUMAN FACTOR,3
30613261,1,HUMAN FACTOR,14
30613261,2,HUMAN FACTOR,99
30613868,2,HUMAN FACTOR,99
30613868,1,HUMAN FACTOR,1
30617041,1,HUMAN FACTOR,18
30620998,1,HUMAN FACTOR,4
30620998,1,HUMAN FACTOR,26
30620998,1,HUMAN FACTOR,14
30617041,2,HUMAN FACTOR,99
30621223,1,HUMAN FACTOR,14
30621223,2,HUMAN FACTOR,99
30622439,1,HUMAN FACTOR,99
30622439,2,HUMAN FACTOR,99
30622439,3,HUMAN FACTOR,99
30627106,1,HUMAN FACTOR,3
30627106,1,HUMAN FACTOR,26
30627106,1,HUMAN FACTOR,14
30627106,2,HUMAN FACTOR,99
30627609,1,HUMAN FACTOR,1
30627609,2,HUMAN FACTOR,14
30627609,2,HUMAN FACTOR,18
30627609,3,HUMAN FACTOR,99
30627609,4,HUMAN FACTOR,99
30632753,1,HUMAN FACTOR,12
30632753,1,HUMAN FACTOR,14
30632753,2,HUMAN FACTOR,14
30638042,1,HUMAN FACTOR,14
30638042,2,HUMAN FACTOR,99
30638042,3,HUMAN FACTOR,99
30638043,1,HUMAN FACTOR,14
30638043,2,HUMAN FACTOR,99
30638043,3,HUMAN FACTOR,99
30640848,1,HUMAN FACTOR,14
30640848,2,HUMAN FACTOR,97
30641097,1,HUMAN FACTOR,9
30641097,1,HUMAN FACTOR,14
30641097,2,HUMAN FACTOR,99
30645675,1,HUMAN FACTOR,99
30645927,1,HUMAN FACTOR,13
30645927,1,HUMAN FACTOR,14
30645927,2,HUMAN FACTOR,14
30645928,1,HUMAN FACTOR,14
30645928,2,HUMAN FACTOR,99
30645929,1,HUMAN FACTOR,11
30645929,2,HUMAN FACTOR,99
30645929,3,HUMAN FACTOR,99
30645930,1,HUMAN FACTOR,14
30645930,2,HUMAN FACTOR,99
30646008,1,HUMAN FACTOR,11
30646008,1,HUMAN FACTOR,14
30650807,1,HUMAN FACTOR,3
30650807,1,HUMAN FACTOR,8
30650807,1,HUMAN FACTOR,14
30646008,2,HUMAN FACTOR,99
30650807,2,HUMAN FACTOR,99
30653595,1,HUMAN FACTOR,3
30653595,1,HUMAN FACTOR,8
30653595,2,HUMAN FACTOR,99
30654929,1,HUMAN FACTOR,14
30654929,2,HUMAN FACTOR,99
30669130,1,HUMAN FACTOR,18
30669130,2,HUMAN FACTOR,99
30669192,1,HUMAN FACTOR,99
30669192,2,HUMAN FACTOR,99
30669319,1,HUMAN FACTOR,14
30669319,2,HUMAN FACTOR,99
30669319,3,HUMAN FACTOR,11
30670034,1,HUMAN FACTOR,13
30670034,1,HUMAN FACTOR,17
30670034,2,HUMAN FACTOR,99
30670366,1,HUMAN FACTOR,14
30670366,2,HUMAN FACTOR,99
30671169,1,HUMAN FACTOR,11
30671169,1,HUMAN FACTOR,17
30671169,2,HUMAN FACTOR,99
30673322,1,HUMAN FACTOR,14
30673322,2,HUMAN FACTOR,99
30674493,1,HUMAN FACTOR,8
30674493,2,HUMAN FACTOR,97
30683778,1,HUMAN FACTOR,14
30683778,2,HUMAN FACTOR,99
30686741,1,HUMAN FACTOR,99
30687238,1,HUMAN FACTOR,14
30687238,2,HUMAN FACTOR,99
30687238,3,HUMAN FACTOR,99
30687917,1,HUMAN FACTOR,99
30687917,2,HUMAN FACTOR,99
30688526,1,HUMAN FACTOR,99
30688848,1,HUMAN FACTOR,99
30694788,1,HUMAN FACTOR,14
30694788,1,HUMAN FACTOR,17
30697204,1,HUMAN FACTOR,1
30697204,1,HUMAN FACTOR,26
30697204,1,HUMAN FACTOR,18
30694788,2,HUMAN FACTOR,99
30697204,2,HUMAN FACTOR,99
30697622,1,HUMAN FACTOR,99
30699489,1,HUMAN FACTOR,11
30699489,1,HUMAN FACTOR,14
30699489,2,HUMAN FACTOR,99
30699496,1,HUMAN FACTOR,11
30699496,1,HUMAN FACTOR,14
30699496,2,HUMAN FACTOR,11
30699496,2,HUMAN FACTOR,14
30699496,3,HUMAN FACTOR,11
30699496,3,HUMAN FACTOR,14
30699509,1,HUMAN FACTOR,26
30699509,1,HUMAN FACTOR,14
30699509,1,HUMAN FACTOR,22
30699496,4,HUMAN FACTOR,99
30699509,3,HUMAN FACTOR,11
30699509,3,HUMAN FACTOR,17
30699509,4,HUMAN FACTOR,99
30700783,2,HUMAN FACTOR,11
30700783,3,HUMAN FACTOR,11
30701568,1,HUMAN FACTOR,97
30701568,2,HUMAN FACTOR,99
30701568,3,HUMAN FACTOR,99
30702533,1,HUMAN FACTOR,11
30702533,1,HUMAN FACTOR,14
30702533,2,HUMAN FACTOR,99
30702738,1,HUMAN FACTOR,14
30702738,2,HUMAN FACTOR,99
30706960,1,HUMAN FACTOR,26
30706960,1,HUMAN FACTOR,18
30706960,1,HUMAN FACTOR,23
30706960,2,HUMAN FACTOR,99
30709674,1,HUMAN FACTOR,17
30709674,2,HUMAN FACTOR,99
30711978,1,HUMAN FACTOR,17
30711984,1,HUMAN FACTOR,11
30711984,2,HUMAN FACTOR,99
30711984,3,HUMAN FACTOR,99
30711984,4,HUMAN FACTOR,99
30714726,2,HUMAN FACTOR,99
30719666,1,HUMAN FACTOR,99
30719666,2,HUMAN FACTOR,99
30727168,1,HUMAN FACTOR,14
30727168,2,HUMAN FACTOR,99
30727172,1,HUMAN FACTOR,1
30727172,2,HUMAN FACTOR,99
30728805,1,HUMAN FACTOR,8
30728805,2,HUMAN FACTOR,99
30738422,1,HUMAN FACTOR,14
30739194,1,HUMAN FACTOR,14
30739194,2,HUMAN FACTOR,99
30740200,1,HUMAN FACTOR,8
30740200,2,HUMAN FACTOR,99
30744575,1,HUMAN FACTOR,26
30744575,1,HUMAN FACTOR,14
30744575,1,HUMAN FACTOR,22
30740916,1,HUMAN FACTOR,17
30744590,1,HUMAN FACTOR,99
30744590,2,HUMAN FACTOR,14
30744590,2,HUMAN FACTOR,17
30754712,1,HUMAN FACTOR,17
30754712,1,HUMAN FACTOR,18
30754712,2,HUMAN FACTOR,99
30755382,1,HUMAN FACTOR,8
30755382,2,HUMAN FACTOR,99
30755811,1,HUMAN FACTOR,17
30755811,2,HUMAN FACTOR,99
30755811,3,HUMAN FACTOR,99
30760221,1,HUMAN FACTOR,8
30760221,1,HUMAN FACTOR,17
30760221,1,HUMAN FACTOR,23
30758241,1,HUMAN FACTOR,99
30760221,2,HUMAN FACTOR,99
30761965,1,HUMAN FACTOR,11
30761965,1,HUMAN FACTOR,14
30761965,2,HUMAN FACTOR,99
30769601,1,HUMAN FACTOR,26
30769601,1,HUMAN FACTOR,13
30769601,1,HUMAN FACTOR,22
30769601,1,HUMAN FACTOR,24
30770785,1,HUMAN FACTOR,14
30770785,1,HUMAN FACTOR,17
30770785,2,HUMAN FACTOR,99
30769601,2,HUMAN FACTOR,99
30773094,1,HUMAN FACTOR,11
30773094,2,HUMAN FACTOR,99
30786512,1,HUMAN FACTOR,14
30786512,2,HUMAN FACTOR,99
30786978,1,HUMAN FACTOR,11
30786978,2,HUMAN FACTOR,99
30789725,1,HUMAN FACTOR,17
30789725,2,HUMAN FACTOR,99
30789800,1,HUMAN FACTOR,7
30789800,1,HUMAN FACTOR,18
30789800,2,HUMAN FACTOR,99
30793200,1,HUMAN FACTOR,97
30793200,2,HUMAN FACTOR,99
30794899,1,HUMAN FACTOR,11
30794899,1,HUMAN FACTOR,14
30794899,2,HUMAN FACTOR,99
30799704,1,HUMAN FACTOR,17
30799704,2,HUMAN FACTOR,99
30799704,3,HUMAN FACTOR,99
30799744,1,HUMAN FACTOR,99
30799744,2,HUMAN FACTOR,99
30812116,1,HUMAN FACTOR,14
30812116,2,HUMAN FACTOR,99
30813651,1,HUMAN FACTOR,14
30813651,1,HUMAN FACTOR,18
30813651,2,HUMAN FACTOR,99
30813680,1,HUMAN FACTOR,14
30813680,2,HUMAN FACTOR,99
30814711,1,HUMAN FACTOR,14
30814711,2,HUMAN FACTOR,99
30816944,1,HUMAN FACTOR,17
30816944,1,HUMAN FACTOR,23
30816944,2,HUMAN FACTOR,99
30818303,1,HUMAN FACTOR,99
30818904,1,HUMAN FACTOR,22
30818956,1,HUMAN FACTOR,26
30818956,1,HUMAN FACTOR,10
30818956,1,HUMAN FACTOR,13
30818956,2,HUMAN FACTOR,99
30819144,1,HUMAN FACTOR,17
30819144,2,HUMAN FACTOR,99
30823428,1,HUMAN FACTOR,14
30823428,2,HUMAN FACTOR,99
30831154,1,HUMAN FACTOR,99
30831154,2,HUMAN FACTOR,99
30831154,3,HUMAN FACTOR,99
30846145,1,HUMAN FACTOR,8
30846145,2,HUMAN FACTOR,99
30851136,1,HUMAN FACTOR,8
30851136,2,HUMAN FACTOR,99
30857652,1,HUMAN FACTOR,14
30857652,2,HUMAN FACTOR,99
30858250,1,HUMAN FACTOR,2
30858250,2,HUMAN FACTOR,99
30865670,1,HUMAN FACTOR,14
30865670,2,HUMAN FACTOR,99
30872611,1,HUMAN FACTOR,11
30872611,2,HUMAN FACTOR,99
30876252,1,HUMAN FACTOR,14
30876252,2,HUMAN FACTOR,99
30885516,1,HUMAN FACTOR,99
30885516,2,HUMAN FACTOR,99
30885774,1,HUMAN FACTOR,17
30885774,2,HUMAN FACTOR,99
30895578,1,HUMAN FACTOR,8
30895578,1,HUMAN FACTOR,11
30895578,2,HUMAN FACTOR,99
30899985,1,HUMAN FACTOR,12
30899985,2,HUMAN FACTOR,99
30907501,1,HUMAN FACTOR,14
30907501,2,HUMAN FACTOR,99
30910545,1,HUMAN FACTOR,11
30910545,2,HUMAN FACTOR,99
30911552,1,HUMAN FACTOR,14
30911552,2,HUMAN FACTOR,99
30911552,3,HUMAN FACTOR,99
30911552,4,HUMAN FACTOR,99
30923136,1,HUMAN FACTOR,8
30923136,1,HUMAN FACTOR,14
30923136,2,HUMAN FACTOR,99
30924641,1,HUMAN FACTOR,14
30924641,1,HUMAN FACTOR,17
30924641,2,HUMAN FACTOR,99
30928608,1,HUMAN FACTOR,14
30928608,2,HUMAN FACTOR,99
30931244,1,HUMAN FACTOR,18
30931244,1,HUMAN FACTOR,22
30931244,2,HUMAN FACTOR,99
30933846,1,HUMAN FACTOR,14
30933846,2,HUMAN FACTOR,99
30945862,1,HUMAN FACTOR,99
30945862,2,HUMAN FACTOR,99
30983788,1,HUMAN FACTOR,99
30983788,2,HUMAN FACTOR,99
30987621,1,HUMAN FACTOR,97
30987621,2,HUMAN FACTOR,99
30997413,1,HUMAN FACTOR,97
30997413,1,HUMAN FACTOR,21
30997413,2,HUMAN FACTOR,97
30997863,1,HUMAN FACTOR,18
31014534,1,HUMAN FACTOR,99
31014534,2,HUMAN FACTOR,99
31059529,1,HUMAN FACTOR,8
31059529,1,HUMAN FACTOR,17
31059529,2,HUMAN FACTOR,99
31059529,3,HUMAN FACTOR,99
31154772,1,HUMAN FACTOR,26
31154772,1,HUMAN FACTOR,18
31154772,2,HUMAN FACTOR,99
31173570,1,HUMAN FACTOR,99
31329313,1,HUMAN FACTOR,99
31418946,1,HUMAN FACTOR,3
31418946,1,HUMAN FACTOR,18
31418946,1,HUMAN FACTOR,19
31329313,2,HUMAN FACTOR,99
31432635,1,HUMAN FACTOR,99
31432635,2,HUMAN FACTOR,26
31758507,1,HUMAN FACTOR,18
31758507,2,HUMAN FACTOR,99
32273923,1,HUMAN FACTOR,3
32273923,1,HUMAN FACTOR,14
32273923,1,HUMAN FACTOR,22
32273923,2,HUMAN FACTOR,99
32273923,2,VEHICULAR FACTOR,99
32273923,1,VEHICULAR FACTOR,99
31758507,2,VEHICULAR FACTOR,99
31758507,1,VEHICULAR FACTOR,99
31432635,1,VEHICULAR FACTOR,99
31329313,2,VEHICULAR FACTOR,99
31418946,1,VEHICULAR FACTOR,97
31418946,1,VEHICULAR FACTOR,12
31329313,1,VEHICULAR FACTOR,99
31173570,1,VEHICULAR FACTOR,99
31154772,2,VEHICULAR FACTOR,99
31154772,1,VEHICULAR FACTOR,99
31059529,3,VEHICULAR FACTOR,99
31059529,2,VEHICULAR FACTOR,99
31059529,1,VEHICULAR FACTOR,99
31014534,2,VEHICULAR FACTOR,99
31014534,1,VEHICULAR FACTOR,99
30997863,1,VEHICULAR FACTOR,99
30997413,2,VEHICULAR FACTOR,99
30997413,1,VEHICULAR FACTOR,99
30987621,2,VEHICULAR FACTOR,99
30987621,1,VEHICULAR FACTOR,99
30983788,2,VEHICULAR FACTOR,99
30983788,1,VEHICULAR FACTOR,99
30945862,2,VEHICULAR FACTOR,99
30945862,1,VEHICULAR FACTOR,8
30933846,2,VEHICULAR FACTOR,99
30933846,1,VEHICULAR FACTOR,99
30931244,2,VEHICULAR FACTOR,99
30931244,1,VEHICULAR FACTOR,99
30928608,2,VEHICULAR FACTOR,99
30928608,1,VEHICULAR FACTOR,99
30924641,2,VEHICULAR FACTOR,99
30924641,1,VEHICULAR FACTOR,99
30923136,2,VEHICULAR FACTOR,99
30923136,1,VEHICULAR FACTOR,99
30911552,4,VEHICULAR FACTOR,99
30911552,3,VEHICULAR FACTOR,99
30911552,2,VEHICULAR FACTOR,99
30911552,1,VEHICULAR FACTOR,99
30910545,2,VEHICULAR FACTOR,99
30910545,1,VEHICULAR FACTOR,99
30907501,2,VEHICULAR FACTOR,99
30907501,1,VEHICULAR FACTOR,99
30899985,2,VEHICULAR FACTOR,99
30899985,1,VEHICULAR FACTOR,99
30895578,2,VEHICULAR FACTOR,99
30895578,1,VEHICULAR FACTOR,99
30885774,2,VEHICULAR FACTOR,99
30885774,1,VEHICULAR FACTOR,99
30885516,2,VEHICULAR FACTOR,99
30885516,1,VEHICULAR FACTOR,99
30876252,2,VEHICULAR FACTOR,99
30876252,1,VEHICULAR FACTOR,99
30872611,2,VEHICULAR FACTOR,99
30872611,1,VEHICULAR FACTOR,99
30865670,2,VEHICULAR FACTOR,99
30865670,1,VEHICULAR FACTOR,99
30858250,2,VEHICULAR FACTOR,99
30858250,1,VEHICULAR FACTOR,97
30857652,2,VEHICULAR FACTOR,99
30857652,1,VEHICULAR FACTOR,99
30851136,2,VEHICULAR FACTOR,99
30851136,1,VEHICULAR FACTOR,99
30846145,2,VEHICULAR FACTOR,99
30846145,1,VEHICULAR FACTOR,99
30831154,3,VEHICULAR FACTOR,99
30831154,2,VEHICULAR FACTOR,99
30831154,1,VEHICULAR FACTOR,99
30823428,2,VEHICULAR FACTOR,99
30823428,1,VEHICULAR FACTOR,99
30819144,2,VEHICULAR FACTOR,99
30819144,1,VEHICULAR FACTOR,99
30818956,2,VEHICULAR FACTOR,99
30818956,1,VEHICULAR FACTOR,99
30818904,1,VEHICULAR FACTOR,99
30818303,1,VEHICULAR FACTOR,99
30816944,2,VEHICULAR FACTOR,99
30816944,1,VEHICULAR FACTOR,99
30814711,2,VEHICULAR FACTOR,99
30814711,1,VEHICULAR FACTOR,99
30813680,2,VEHICULAR FACTOR,99
30813680,1,VEHICULAR FACTOR,99
30813651,2,VEHICULAR FACTOR,99
30813651,1,VEHICULAR FACTOR,99
30812116,2,VEHICULAR FACTOR,99
30812116,1,VEHICULAR FACTOR,99
30799744,2,VEHICULAR FACTOR,99
30799744,1,VEHICULAR FACTOR,97
30799704,3,VEHICULAR FACTOR,99
30799704,2,VEHICULAR FACTOR,99
30799704,1,VEHICULAR FACTOR,99
30794899,2,VEHICULAR FACTOR,99
30794899,1,VEHICULAR FACTOR,99
30793200,2,VEHICULAR FACTOR,99
30793200,1,VEHICULAR FACTOR,99
30789800,2,VEHICULAR FACTOR,99
30789800,1,VEHICULAR FACTOR,99
30789725,2,VEHICULAR FACTOR,99
30789725,1,VEHICULAR FACTOR,99
30786978,2,VEHICULAR FACTOR,99
30786978,1,VEHICULAR FACTOR,99
30786512,2,VEHICULAR FACTOR,99
30786512,1,VEHICULAR FACTOR,99
30773094,2,VEHICULAR FACTOR,99
30773094,1,VEHICULAR FACTOR,99
30769601,2,VEHICULAR FACTOR,99
30770785,2,VEHICULAR FACTOR,99
30769601,1,VEHICULAR FACTOR,99
30761965,2,VEHICULAR FACTOR,99
30761965,1,VEHICULAR FACTOR,99
30760221,2,VEHICULAR FACTOR,99
30758241,1,VEHICULAR FACTOR,99
30760221,1,VEHICULAR FACTOR,99
30755811,3,VEHICULAR FACTOR,99
30755811,2,VEHICULAR FACTOR,99
30755811,1,VEHICULAR FACTOR,99
30755382,2,VEHICULAR FACTOR,99
30755382,1,VEHICULAR FACTOR,99
30754712,2,VEHICULAR FACTOR,99
30754712,1,VEHICULAR FACTOR,99
30744590,2,VEHICULAR FACTOR,99
30744590,1,VEHICULAR FACTOR,99
30740916,1,VEHICULAR FACTOR,99
30744575,1,VEHICULAR FACTOR,99
30740200,2,VEHICULAR FACTOR,99
30740200,1,VEHICULAR FACTOR,99
30739194,2,VEHICULAR FACTOR,99
30739194,1,VEHICULAR FACTOR,99
30738422,1,VEHICULAR FACTOR,99
30728805,2,VEHICULAR FACTOR,99
30728805,1,VEHICULAR FACTOR,99
30727172,2,VEHICULAR FACTOR,99
30727172,1,VEHICULAR FACTOR,99
30727168,2,VEHICULAR FACTOR,99
30727168,1,VEHICULAR FACTOR,99
30719666,2,VEHICULAR FACTOR,99
30719666,1,VEHICULAR FACTOR,99
30714726,2,VEHICULAR FACTOR,99
30711984,4,VEHICULAR FACTOR,99
30711984,3,VEHICULAR FACTOR,99
30711984,2,VEHICULAR FACTOR,99
30711984,1,VEHICULAR FACTOR,99
30711978,1,VEHICULAR FACTOR,99
30709674,2,VEHICULAR FACTOR,99
30709674,1,VEHICULAR FACTOR,99
30706960,2,VEHICULAR FACTOR,99
30706960,1,VEHICULAR FACTOR,99
30702738,2,VEHICULAR FACTOR,99
30702738,1,VEHICULAR FACTOR,99
30702533,2,VEHICULAR FACTOR,99
30702533,1,VEHICULAR FACTOR,99
30701568,3,VEHICULAR FACTOR,99
30701568,2,VEHICULAR FACTOR,99
30701568,1,VEHICULAR FACTOR,99
30700783,3,VEHICULAR FACTOR,99
30700783,2,VEHICULAR FACTOR,99
30699509,4,VEHICULAR FACTOR,99
30699509,3,VEHICULAR FACTOR,99
30699496,4,VEHICULAR FACTOR,99
30699509,1,VEHICULAR FACTOR,99
30699496,3,VEHICULAR FACTOR,99
30699496,2,VEHICULAR FACTOR,99
30699496,1,VEHICULAR FACTOR,99
30699489,2,VEHICULAR FACTOR,99
30699489,1,VEHICULAR FACTOR,99
30697622,1,VEHICULAR FACTOR,99
30697204,2,VEHICULAR FACTOR,99
30694788,2,VEHICULAR FACTOR,99
30697204,1,VEHICULAR FACTOR,99
30694788,1,VEHICULAR FACTOR,99
30688848,1,VEHICULAR FACTOR,99
30688526,1,VEHICULAR FACTOR,99
30687917,2,VEHICULAR FACTOR,99
30687917,1,VEHICULAR FACTOR,99
30687238,3,VEHICULAR FACTOR,99
30687238,2,VEHICULAR FACTOR,99
30687238,1,VEHICULAR FACTOR,99
30686741,1,VEHICULAR FACTOR,99
30683778,2,VEHICULAR FACTOR,99
30683778,1,VEHICULAR FACTOR,99
30674493,2,VEHICULAR FACTOR,99
30674493,1,VEHICULAR FACTOR,99
30673322,2,VEHICULAR FACTOR,99
30673322,1,VEHICULAR FACTOR,99
30671169,2,VEHICULAR FACTOR,99
30671169,1,VEHICULAR FACTOR,99
30670366,2,VEHICULAR FACTOR,99
30344118,2,ENVIRON FACTOR,99
30344118,3,ENVIRON FACTOR,99
30347152,1,ENVIRON FACTOR,2
30347152,2,ENVIRON FACTOR,2
30349465,1,ENVIRON FACTOR,2
30349465,2,ENVIRON FACTOR,2
30352091,1,ENVIRON FACTOR,2
30352091,1,ENVIRON FACTOR,13
30355054,1,ENVIRON FACTOR,2
30418673,2,ENVIRON FACTOR,2
30419312,1,ENVIRON FACTOR,2
30419312,2,ENVIRON FACTOR,99
30421074,1,ENVIRON FACTOR,2
30421074,2,ENVIRON FACTOR,2
30421074,3,ENVIRON FACTOR,2
30421363,1,ENVIRON FACTOR,2
30421363,2,ENVIRON FACTOR,2
30421363,3,ENVIRON FACTOR,2
30431661,1,ENVIRON FACTOR,2
30432259,1,ENVIRON FACTOR,17
30432259,1,ENVIRON FACTOR,2
30432259,2,ENVIRON FACTOR,17
30432259,2,ENVIRON FACTOR,2
30432259,3,ENVIRON FACTOR,17
30432259,3,ENVIRON FACTOR,2
30432677,1,ENVIRON FACTOR,2
30435716,1,ENVIRON FACTOR,2
30443896,2,ENVIRON FACTOR,99
30443896,3,ENVIRON FACTOR,99
30443896,4,ENVIRON FACTOR,99
30445303,1,ENVIRON FACTOR,2
30445303,2,ENVIRON FACTOR,2
30447336,1,ENVIRON FACTOR,2
30447336,2,ENVIRON FACTOR,2
30447358,1,ENVIRON FACTOR,2
30448598,1,ENVIRON FACTOR,2
30448598,2,ENVIRON FACTOR,2
30451103,1,ENVIRON FACTOR,99
30451103,2,ENVIRON FACTOR,2
30458577,1,ENVIRON FACTOR,17
30458577,1,ENVIRON FACTOR,2
30458577,2,ENVIRON FACTOR,17
30458577,2,ENVIRON FACTOR,2
30458577,3,ENVIRON FACTOR,17
30458577,3,ENVIRON FACTOR,2
30461058,1,ENVIRON FACTOR,2
30461058,2,ENVIRON FACTOR,2
30470124,1,ENVIRON FACTOR,2
30470124,2,ENVIRON FACTOR,2
30471440,1,ENVIRON FACTOR,2
30471760,1,ENVIRON FACTOR,2
30476448,1,ENVIRON FACTOR,2
30476448,2,ENVIRON FACTOR,99
30476755,1,ENVIRON FACTOR,2
30476755,2,ENVIRON FACTOR,2
30478505,1,ENVIRON FACTOR,2
30478505,1,ENVIRON FACTOR,13
30485452,1,ENVIRON FACTOR,2
30485452,2,ENVIRON FACTOR,2
30486057,1,ENVIRON FACTOR,2
30486057,1,ENVIRON FACTOR,13
30486057,2,ENVIRON FACTOR,2
30487947,1,ENVIRON FACTOR,2
30487947,2,ENVIRON FACTOR,16
30488493,1,ENVIRON FACTOR,2
30488493,2,ENVIRON FACTOR,2
30492293,1,ENVIRON FACTOR,2
30494092,1,ENVIRON FACTOR,2
30494092,2,ENVIRON FACTOR,2
30494092,3,ENVIRON FACTOR,2
30498722,1,ENVIRON FACTOR,2
30534134,2,ENVIRON FACTOR,2
30534134,2,ENVIRON FACTOR,5
30536793,1,ENVIRON FACTOR,2
30536793,2,ENVIRON FACTOR,2
30538985,1,ENVIRON FACTOR,2
30538985,2,ENVIRON FACTOR,2
30540479,1,ENVIRON FACTOR,2
30540479,2,ENVIRON FACTOR,2
30543079,1,ENVIRON FACTOR,2
30543079,2,ENVIRON FACTOR,99
30550807,1,ENVIRON FACTOR,2
30550885,1,ENVIRON FACTOR,2
30550885,2,ENVIRON FACTOR,2
30550985,1,ENVIRON FACTOR,17
30550985,1,ENVIRON FACTOR,2
30550985,2,ENVIRON FACTOR,17
30550985,2,ENVIRON FACTOR,2
30551887,1,ENVIRON FACTOR,2
30551887,2,ENVIRON FACTOR,2
30552178,1,ENVIRON FACTOR,2
30552178,1,ENVIRON FACTOR,9
30552178,2,ENVIRON FACTOR,2
30552207,1,ENVIRON FACTOR,2
30552207,2,ENVIRON FACTOR,2
30556564,1,ENVIRON FACTOR,2
30556564,1,ENVIRON FACTOR,11
30556564,2,ENVIRON FACTOR,2
30556564,2,ENVIRON FACTOR,11
30562203,1,ENVIRON FACTOR,17
30562203,1,ENVIRON FACTOR,2
30562203,2,ENVIRON FACTOR,2
30567962,1,ENVIRON FACTOR,2
30567962,2,ENVIRON FACTOR,2
30571099,1,ENVIRON FACTOR,2
30571099,2,ENVIRON FACTOR,2
30573990,1,ENVIRON FACTOR,17
30573990,1,ENVIRON FACTOR,2
30573990,2,ENVIRON FACTOR,17
30573990,2,ENVIRON FACTOR,2
30574767,1,ENVIRON FACTOR,2
30574767,2,ENVIRON FACTOR,2
30581633,1,ENVIRON FACTOR,2
30581633,2,ENVIRON FACTOR,2
30582908,1,ENVIRON FACTOR,2
30582908,2,ENVIRON FACTOR,99
30584304,1,ENVIRON FACTOR,2
30584304,2,ENVIRON FACTOR,99
30586231,1,ENVIRON FACTOR,2
30670366,1,VEHICULAR FACTOR,99
30670034,2,VEHICULAR FACTOR,99
30670034,1,VEHICULAR FACTOR,99
30669319,3,VEHICULAR FACTOR,99
30669319,2,VEHICULAR FACTOR,99
30669319,1,VEHICULAR FACTOR,99
30669192,2,VEHICULAR FACTOR,99
30669192,1,VEHICULAR FACTOR,99
30669130,2,VEHICULAR FACTOR,99
30669130,1,VEHICULAR FACTOR,99
30654929,2,VEHICULAR FACTOR,99
30654929,1,VEHICULAR FACTOR,99
30653595,2,VEHICULAR FACTOR,99
30653595,1,VEHICULAR FACTOR,99
30650807,2,VEHICULAR FACTOR,99
30646008,2,VEHICULAR FACTOR,99
30650807,1,VEHICULAR FACTOR,99
30646008,1,VEHICULAR FACTOR,99
30645930,2,VEHICULAR FACTOR,99
30645930,1,VEHICULAR FACTOR,99
30645929,3,VEHICULAR FACTOR,99
30645929,2,VEHICULAR FACTOR,99
30645929,1,VEHICULAR FACTOR,99
30645928,2,VEHICULAR FACTOR,99
30645928,1,VEHICULAR FACTOR,99
30645927,2,VEHICULAR FACTOR,99
30645927,1,VEHICULAR FACTOR,99
30645675,1,VEHICULAR FACTOR,99
30641097,2,VEHICULAR FACTOR,99
30641097,1,VEHICULAR FACTOR,99
30640848,2,VEHICULAR FACTOR,99
30640848,1,VEHICULAR FACTOR,99
30638043,3,VEHICULAR FACTOR,99
30638043,2,VEHICULAR FACTOR,99
30638043,1,VEHICULAR FACTOR,99
30638042,3,VEHICULAR FACTOR,99
30638042,2,VEHICULAR FACTOR,99
30638042,1,VEHICULAR FACTOR,99
30632753,2,VEHICULAR FACTOR,99
30632753,1,VEHICULAR FACTOR,99
30627609,4,VEHICULAR FACTOR,99
30627609,3,VEHICULAR FACTOR,99
30627609,2,VEHICULAR FACTOR,99
30627609,1,VEHICULAR FACTOR,99
30627106,2,VEHICULAR FACTOR,99
30627106,1,VEHICULAR FACTOR,99
30622439,3,VEHICULAR FACTOR,99
30622439,2,VEHICULAR FACTOR,99
30622439,1,VEHICULAR FACTOR,99
30621223,2,VEHICULAR FACTOR,99
30621223,1,VEHICULAR FACTOR,99
30617041,2,VEHICULAR FACTOR,99
30620998,1,VEHICULAR FACTOR,99
30617041,1,VEHICULAR FACTOR,99
30613868,1,VEHICULAR FACTOR,99
30613868,2,VEHICULAR FACTOR,97
30613261,2,VEHICULAR FACTOR,99
30613261,1,VEHICULAR FACTOR,99
30612810,1,VEHICULAR FACTOR,99
30612771,2,VEHICULAR FACTOR,99
30612771,1,VEHICULAR FACTOR,99
30602508,2,VEHICULAR FACTOR,99
